failure_event_id,transaction_id,user_id,failure_type,amount_in_paise,created_at
5554,54308,2769,error2,20400,2016-06-15 07:11:35.410322 +0000 +0000
5555,54311,2788,error1,23900,2016-06-15 07:14:57.904426 +0000 +0000
5556,54329,2320,error3,34300,2016-06-15 07:47:11.745045 +0000 +0000
5557,54352,9216,error1,21300,2016-06-15 08:14:33.630579 +0000 +0000
5558,54353,9216,error3,21300,2016-06-15 08:15:23.773266 +0000 +0000
5559,54340,640,error3,43900,2016-06-15 08:00:14.854128 +0000 +0000
5560,54341,640,error3,43900,2016-06-15 08:01:47.945023 +0000 +0000
5561,54396,9910,error3,33000,2016-06-15 09:29:13.756325 +0000 +0000
5562,54397,9910,error3,33000,2016-06-15 09:29:32.756042 +0000 +0000
5563,54398,9910,error3,33000,2016-06-15 09:29:58.804598 +0000 +0000
5564,54401,8242,error3,36200,2016-06-15 09:30:42.185655 +0000 +0000
5565,54393,8242,error3,36200,2016-06-15 09:28:15.141766 +0000 +0000
5566,54394,9910,error3,33000,2016-06-15 09:28:51.480594 +0000 +0000
5567,54395,8242,error3,36200,2016-06-15 09:29:12.489443 +0000 +0000
5568,54400,9910,error3,33000,2016-06-15 09:30:23.808109 +0000 +0000
5569,54402,9910,error3,33000,2016-06-15 09:30:48.431029 +0000 +0000
5570,54425,4518,error2,19200,2016-06-15 10:17:42.546858 +0000 +0000
5571,54450,8340,error1,18900,2016-06-15 11:06:51.100504 +0000 +0000
5572,54480,1726,error3,15600,2016-06-15 11:45:38.298538 +0000 +0000
5573,54487,9929,error3,15800,2016-06-15 12:00:47.850884 +0000 +0000
5574,54507,3196,error3,61500,2016-06-15 12:50:10.394328 +0000 +0000
5575,54523,163,error2,20000,2016-06-15 13:15:37.98891 +0000 +0000
5576,54463,1776,error3,28400,2016-06-15 11:16:17.335243 +0000 +0000
5577,54476,4598,error2,36500,2016-06-15 11:33:36.930346 +0000 +0000
5578,54477,4598,error2,36500,2016-06-15 11:34:01.022776 +0000 +0000
5579,54514,1414,error3,17700,2016-06-15 13:04:30.199998 +0000 +0000
5580,54516,8079,error3,54000,2016-06-15 13:12:09.898113 +0000 +0000
5581,54525,163,error2,20000,2016-06-15 13:16:14.783183 +0000 +0000
5582,54524,163,error2,20000,2016-06-15 13:16:02.906465 +0000 +0000
5583,54572,10338,error3,45000,2016-06-15 14:35:58.711591 +0000 +0000
5584,54576,9849,error1,22700,2016-06-15 14:37:13.34281 +0000 +0000
5585,54551,15319,error3,17400,2016-06-15 14:11:19.311582 +0000 +0000
5586,54590,9694,error3,15600,2016-06-15 14:45:18.815707 +0000 +0000
5587,54593,9802,error1,26800,2016-06-15 14:46:54.307697 +0000 +0000
5588,54594,9802,error3,26800,2016-06-15 14:47:10.174067 +0000 +0000
5589,54606,10145,error1,17900,2016-06-15 14:56:58.032343 +0000 +0000
5590,54638,6534,error3,14200,2016-06-15 15:22:38.062228 +0000 +0000
5591,54642,9825,error3,46600,2016-06-15 15:24:11.170065 +0000 +0000
5592,54669,2565,error2,47400,2016-06-15 15:36:16.825564 +0000 +0000
5593,54677,8686,error3,28300,2016-06-15 15:37:26.830943 +0000 +0000
5594,54605,4686,error3,100200,2016-06-15 14:55:29.198379 +0000 +0000
5595,54616,196,error3,54600,2016-06-15 15:04:23.797608 +0000 +0000
5596,54634,9783,error3,28800,2016-06-15 15:19:57.234485 +0000 +0000
5597,54637,6534,error3,14200,2016-06-15 15:22:19.659502 +0000 +0000
5598,54653,4760,error2,24500,2016-06-15 15:32:55.347378 +0000 +0000
5599,54695,3060,error2,49600,2016-06-15 15:42:17.792149 +0000 +0000
5600,54764,7756,error2,15000,2016-06-15 15:50:32.245738 +0000 +0000
5601,54788,8599,error2,30700,2016-06-15 15:53:47.953187 +0000 +0000
5602,54749,7756,error2,15000,2016-06-15 15:49:15.550175 +0000 +0000
5603,54790,8599,error2,30700,2016-06-15 15:54:03.534687 +0000 +0000
5604,54816,7120,error2,23900,2016-06-15 15:59:02.81452 +0000 +0000
5605,54840,7755,error2,24800,2016-06-15 16:06:50.564774 +0000 +0000
5606,54842,299,error2,31300,2016-06-15 16:07:17.890268 +0000 +0000
5607,54849,2587,error2,25900,2016-06-15 16:08:42.948629 +0000 +0000
5608,54875,3393,error2,28700,2016-06-15 16:15:21.622678 +0000 +0000
5609,54880,3903,error2,19400,2016-06-15 16:16:56.390044 +0000 +0000
5610,54881,1327,error2,17500,2016-06-15 16:17:00.926813 +0000 +0000
5611,54887,299,error2,31300,2016-06-15 16:18:25.713555 +0000 +0000
5612,54941,7062,error2,37100,2016-06-15 16:36:43.529419 +0000 +0000
5613,54853,8252,error2,15300,2016-06-15 16:10:18.135047 +0000 +0000
5614,54855,8252,error2,15300,2016-06-15 16:10:53.471717 +0000 +0000
5615,54859,8252,error2,15300,2016-06-15 16:11:36.018941 +0000 +0000
5616,54868,9965,error2,11700,2016-06-15 16:14:37.274925 +0000 +0000
5617,54874,9965,error2,11700,2016-06-15 16:15:10.167122 +0000 +0000
5618,54878,7202,error2,18800,2016-06-15 16:16:18.632794 +0000 +0000
5619,54893,7202,error2,18800,2016-06-15 16:19:56.809267 +0000 +0000
5620,54901,7101,error2,22500,2016-06-15 16:21:08.386499 +0000 +0000
5621,54910,7755,error2,24800,2016-06-15 16:24:08.229011 +0000 +0000
5622,54927,10141,error2,12000,2016-06-15 16:32:04.744038 +0000 +0000
5623,54933,9480,error2,13100,2016-06-15 16:33:55.839583 +0000 +0000
5624,54955,10159,error2,16300,2016-06-15 16:43:39.387579 +0000 +0000
5625,54957,5593,error2,20000,2016-06-15 16:44:09.075176 +0000 +0000
5626,54949,8687,error2,32900,2016-06-15 16:39:26.08225 +0000 +0000
5627,54963,96,error2,14200,2016-06-15 16:45:49.161857 +0000 +0000
5628,54989,3987,error2,15300,2016-06-15 16:58:23.897116 +0000 +0000
5629,55001,8362,error2,18400,2016-06-15 17:05:17.829033 +0000 +0000
5630,55002,2042,error1,40300,2016-06-15 17:05:26.819759 +0000 +0000
5631,55004,2042,error2,40300,2016-06-15 17:05:51.708794 +0000 +0000
5632,55006,6034,error2,17900,2016-06-15 17:06:46.924956 +0000 +0000
5633,55009,2042,error2,40300,2016-06-15 17:06:54.828774 +0000 +0000
5634,55010,5250,error2,23900,2016-06-15 17:07:41.900554 +0000 +0000
5635,55012,6846,error2,8200,2016-06-15 17:08:41.840802 +0000 +0000
5636,55013,7053,error2,33500,2016-06-15 17:08:44.256705 +0000 +0000
5637,55018,6052,error2,11800,2016-06-15 17:12:09.416733 +0000 +0000
5638,55020,10172,error2,31800,2016-06-15 17:13:23.169531 +0000 +0000
5639,55034,4208,error2,102400,2016-06-15 17:21:29.661324 +0000 +0000
5640,55039,3697,error2,20400,2016-06-15 17:26:23.197055 +0000 +0000
5641,55049,9719,error2,31700,2016-06-15 17:32:45.161097 +0000 +0000
5642,55063,8091,error2,13100,2016-06-15 17:48:47.236534 +0000 +0000
5643,55078,645,error2,28500,2016-06-15 18:14:26.306011 +0000 +0000
5644,54968,6783,error2,19100,2016-06-15 16:47:51.359217 +0000 +0000
5645,54981,6085,error2,14100,2016-06-15 16:53:39.302715 +0000 +0000
5646,54988,6527,error2,29500,2016-06-15 16:57:42.2669 +0000 +0000
5647,54993,625,error2,31000,2016-06-15 17:01:55.790992 +0000 +0000
5648,55003,3021,error2,24800,2016-06-15 17:05:43.633992 +0000 +0000
5649,55025,3623,error2,20000,2016-06-15 17:16:54.348602 +0000 +0000
5650,55032,10206,error2,23900,2016-06-15 17:21:19.061999 +0000 +0000
5651,55033,4208,error2,102400,2016-06-15 17:21:22.892011 +0000 +0000
5652,55040,488,error2,37600,2016-06-15 17:26:54.0255 +0000 +0000
5653,55051,10163,error3,413972,2016-06-15 17:36:35.576389 +0000 +0000
5654,55056,6935,error2,41300,2016-06-15 17:38:34.722357 +0000 +0000
5655,55058,10163,error3,208172,2016-06-15 17:39:37.734852 +0000 +0000
5656,55067,9247,error2,15600,2016-06-15 18:02:13.941835 +0000 +0000
5657,55075,10891,error2,53169,2016-06-15 18:12:57.3074 +0000 +0000
5658,55079,10163,error3,32310,2016-06-15 18:14:46.527605 +0000 +0000
5659,55080,645,error2,28500,2016-06-15 18:15:21.314057 +0000 +0000
5660,55105,9792,error2,61245,2016-06-15 19:02:07.38656 +0000 +0000
5661,55106,9792,error2,61245,2016-06-15 19:03:11.579406 +0000 +0000
5662,55163,8630,error2,11700,2016-06-16 03:30:47.429036 +0000 +0000
5663,55164,710,error2,2100,2016-06-16 03:32:02.345651 +0000 +0000
5664,55165,8103,error2,16500,2016-06-16 03:32:58.350818 +0000 +0000
5665,55191,5452,error2,11800,2016-06-16 03:58:58.400923 +0000 +0000
5666,55226,6610,error2,27400,2016-06-16 04:51:11.175683 +0000 +0000
5667,55231,7108,error2,17800,2016-06-16 04:54:03.949573 +0000 +0000
5668,55237,7618,error2,27300,2016-06-16 05:10:09.056052 +0000 +0000
5669,55242,8342,error2,11100,2016-06-16 05:15:31.536139 +0000 +0000
5670,55278,6776,error2,11100,2016-06-16 05:57:47.374327 +0000 +0000
5671,55297,689,error2,13000,2016-06-16 06:19:40.69511 +0000 +0000
5672,55298,2825,error2,27100,2016-06-16 06:20:07.447528 +0000 +0000
5673,55300,2825,error2,27100,2016-06-16 06:20:40.53237 +0000 +0000
5674,55316,4968,error2,23400,2016-06-16 06:44:48.003251 +0000 +0000
5675,55321,17,error2,19800,2016-06-16 06:47:48.867211 +0000 +0000
5676,55195,830,error2,25900,2016-06-16 04:06:51.062328 +0000 +0000
5677,55222,429,error2,15500,2016-06-16 04:49:56.5872 +0000 +0000
5678,55229,9005,error2,30700,2016-06-16 04:52:15.549728 +0000 +0000
5679,55257,7935,error2,34700,2016-06-16 05:36:48.789895 +0000 +0000
5680,55266,8342,error2,11100,2016-06-16 05:52:39.687861 +0000 +0000
5681,55267,6776,error2,11100,2016-06-16 05:53:20.433646 +0000 +0000
5682,55268,3112,error2,36700,2016-06-16 05:53:26.972495 +0000 +0000
5683,55269,8342,error2,11100,2016-06-16 05:53:54.076264 +0000 +0000
5684,55270,6776,error2,11100,2016-06-16 05:54:41.006534 +0000 +0000
5685,55280,8099,error2,15400,2016-06-16 05:58:16.317509 +0000 +0000
5686,55286,9510,error3,251155,2016-06-16 06:00:07.615095 +0000 +0000
5687,55299,2825,error2,27100,2016-06-16 06:20:24.101314 +0000 +0000
5688,55313,3790,error2,10600,2016-06-16 06:44:24.797984 +0000 +0000
5689,55318,7395,error2,10100,2016-06-16 06:46:22.38609 +0000 +0000
5690,55322,7108,error2,25200,2016-06-16 06:48:46.926448 +0000 +0000
5691,55330,6056,error2,17100,2016-06-16 06:52:30.87487 +0000 +0000
5692,55333,2490,error2,38100,2016-06-16 06:56:41.757867 +0000 +0000
5693,55332,10141,error2,17500,2016-06-16 06:55:55.527548 +0000 +0000
5694,55344,2899,error2,24900,2016-06-16 07:08:39.780402 +0000 +0000
5695,55362,1191,error2,29700,2016-06-16 07:21:37.870308 +0000 +0000
5696,55367,8709,error1,11800,2016-06-16 07:25:30.402927 +0000 +0000
5697,55369,7987,error2,22400,2016-06-16 07:26:21.816106 +0000 +0000
5698,55371,7987,error2,22400,2016-06-16 07:27:23.255681 +0000 +0000
5699,55375,7987,error2,22400,2016-06-16 07:27:59.372736 +0000 +0000
5700,55380,8993,error2,33000,2016-06-16 07:31:51.648262 +0000 +0000
5701,55384,1357,error2,15500,2016-06-16 07:34:51.63751 +0000 +0000
5702,55398,9932,error2,15500,2016-06-16 07:42:57.737984 +0000 +0000
5703,55399,5828,error2,29600,2016-06-16 07:43:51.244213 +0000 +0000
5704,55404,5165,error2,19200,2016-06-16 07:47:54.068971 +0000 +0000
5705,55417,2344,error3,19400,2016-06-16 07:57:18.363646 +0000 +0000
5706,55420,2895,error2,23500,2016-06-16 07:59:51.73648 +0000 +0000
5707,55423,2997,error2,15400,2016-06-16 08:03:56.468641 +0000 +0000
5708,55425,1981,error2,26800,2016-06-16 08:04:35.261072 +0000 +0000
5709,55368,8709,error2,11800,2016-06-16 07:25:53.601827 +0000 +0000
5710,55374,7987,error2,22400,2016-06-16 07:27:39.208073 +0000 +0000
5711,55383,5194,error2,11000,2016-06-16 07:33:53.930621 +0000 +0000
5712,55387,626,error1,40800,2016-06-16 07:35:50.65581 +0000 +0000
5713,55388,626,error2,40800,2016-06-16 07:36:07.397717 +0000 +0000
5714,55394,177,error2,35000,2016-06-16 07:40:57.401981 +0000 +0000
5715,55419,10609,error2,21600,2016-06-16 07:58:51.762285 +0000 +0000
5716,55433,9924,error2,8500,2016-06-16 08:12:12.113709 +0000 +0000
5717,55442,8189,error2,10000,2016-06-16 08:21:38.74173 +0000 +0000
5718,55457,9280,error2,47100,2016-06-16 08:42:55.60548 +0000 +0000
5719,55466,2660,error2,21300,2016-06-16 08:50:17.188665 +0000 +0000
5720,55497,2770,error2,21900,2016-06-16 09:31:34.687853 +0000 +0000
5721,55498,5063,error2,42200,2016-06-16 09:31:59.268702 +0000 +0000
5722,55525,10164,error2,21600,2016-06-16 10:02:09.928061 +0000 +0000
5723,55526,11199,error2,16700,2016-06-16 10:02:26.931609 +0000 +0000
5724,55540,10164,error2,36600,2016-06-16 10:13:18.061675 +0000 +0000
5725,55464,2660,error1,21300,2016-06-16 08:50:01.786711 +0000 +0000
5726,55473,6892,error2,28000,2016-06-16 08:58:15.496067 +0000 +0000
5727,55491,4207,error2,20100,2016-06-16 09:22:43.479283 +0000 +0000
5728,55509,3204,error2,20500,2016-06-16 09:41:51.215309 +0000 +0000
5729,55512,4150,error2,16400,2016-06-16 09:46:27.418995 +0000 +0000
5730,55518,8147,error2,11900,2016-06-16 09:52:17.335438 +0000 +0000
5731,55530,10164,error2,21600,2016-06-16 10:05:16.077307 +0000 +0000
5732,55532,9353,error3,353400,2016-06-16 10:05:54.410304 +0000 +0000
5733,55534,10164,error2,21600,2016-06-16 10:07:12.183776 +0000 +0000
5734,55537,7418,error2,16500,2016-06-16 10:12:32.323895 +0000 +0000
5735,55550,4181,error2,21100,2016-06-16 10:19:54.780137 +0000 +0000
5736,55556,4181,error2,21100,2016-06-16 10:27:10.384072 +0000 +0000
5737,55562,6627,error2,14300,2016-06-16 10:37:56.40339 +0000 +0000
5738,55551,4181,error2,21100,2016-06-16 10:21:16.827173 +0000 +0000
5739,55558,307,error1,30000,2016-06-16 10:31:44.445844 +0000 +0000
5740,55560,9216,error2,21300,2016-06-16 10:33:16.579645 +0000 +0000
5741,55563,6627,error2,14300,2016-06-16 10:38:12.843206 +0000 +0000
5742,55573,7831,error2,25000,2016-06-16 10:51:55.271683 +0000 +0000
5743,55584,8594,error2,5000,2016-06-16 11:03:43.147567 +0000 +0000
5744,55599,4849,error1,25700,2016-06-16 11:22:39.135369 +0000 +0000
5745,55607,9992,error2,15800,2016-06-16 11:31:56.795732 +0000 +0000
5746,55625,4775,error2,36900,2016-06-16 11:56:47.583005 +0000 +0000
5747,55642,6503,error2,46100,2016-06-16 12:16:54.855146 +0000 +0000
5748,55653,8940,error2,17900,2016-06-16 12:27:35.331369 +0000 +0000
5749,55569,540,error2,15500,2016-06-16 10:46:36.339473 +0000 +0000
5750,55582,3467,error2,12600,2016-06-16 11:01:33.816563 +0000 +0000
5751,55588,10146,error2,8800,2016-06-16 11:14:05.379397 +0000 +0000
5752,55613,5985,error2,27300,2016-06-16 11:45:37.524375 +0000 +0000
5753,55618,9849,error2,28500,2016-06-16 11:49:56.315279 +0000 +0000
5754,55622,4913,error2,24900,2016-06-16 11:52:15.404516 +0000 +0000
5755,55641,6503,error1,46100,2016-06-16 12:16:37.314746 +0000 +0000
5756,55658,944,error2,18600,2016-06-16 12:39:38.422236 +0000 +0000
5757,55660,9231,error2,31200,2016-06-16 12:42:38.860126 +0000 +0000
5758,55662,3196,error2,47700,2016-06-16 12:45:16.820071 +0000 +0000
5759,55666,6501,error2,23800,2016-06-16 12:47:18.982331 +0000 +0000
5760,55669,25,error2,16500,2016-06-16 12:56:10.966009 +0000 +0000
5761,55671,13,error2,8300,2016-06-16 12:57:48.998123 +0000 +0000
5762,55677,8482,error2,16700,2016-06-16 13:12:30.244755 +0000 +0000
5763,55679,5702,error2,20600,2016-06-16 13:17:14.949494 +0000 +0000
5764,55680,5702,error2,20600,2016-06-16 13:17:38.790428 +0000 +0000
5765,55688,553,error2,28300,2016-06-16 13:28:14.115186 +0000 +0000
5766,55694,8441,error2,20500,2016-06-16 13:35:07.880312 +0000 +0000
5767,55695,7167,error2,17700,2016-06-16 13:36:06.570893 +0000 +0000
5768,55700,9188,error2,27300,2016-06-16 13:38:26.992662 +0000 +0000
5769,55702,9188,error2,27300,2016-06-16 13:39:39.239086 +0000 +0000
5770,55729,6140,error2,26900,2016-06-16 14:10:56.99986 +0000 +0000
5771,55735,5260,error2,27600,2016-06-16 14:13:07.607772 +0000 +0000
5772,55736,9188,error2,17300,2016-06-16 14:13:10.160046 +0000 +0000
5773,55737,9188,error2,17300,2016-06-16 14:13:52.848586 +0000 +0000
5774,55741,9188,error2,11700,2016-06-16 14:15:09.845776 +0000 +0000
5775,55690,3111,error2,21100,2016-06-16 13:33:01.767967 +0000 +0000
5776,55697,7167,error2,17700,2016-06-16 13:36:20.860028 +0000 +0000
5777,55701,9188,error2,27300,2016-06-16 13:39:03.866888 +0000 +0000
5778,55732,8929,error2,17700,2016-06-16 14:11:37.384647 +0000 +0000
5779,55744,5260,error2,27600,2016-06-16 14:18:22.836078 +0000 +0000
5780,55749,3351,error2,19200,2016-06-16 14:22:35.656921 +0000 +0000
5781,55750,3351,error2,19200,2016-06-16 14:23:00.747981 +0000 +0000
5782,55778,9278,error2,39300,2016-06-16 14:44:54.619412 +0000 +0000
5783,55794,3538,error2,20100,2016-06-16 14:58:21.878988 +0000 +0000
5784,55801,943,error2,44300,2016-06-16 15:03:58.166972 +0000 +0000
5785,55805,7021,error2,29500,2016-06-16 15:06:44.267439 +0000 +0000
5786,55806,11804,error2,24600,2016-06-16 15:06:58.780292 +0000 +0000
5787,55807,7021,error2,29500,2016-06-16 15:06:59.851517 +0000 +0000
5788,55813,9702,error2,23600,2016-06-16 15:09:36.023388 +0000 +0000
5789,55818,3377,error2,22400,2016-06-16 15:12:34.907497 +0000 +0000
5790,55819,2983,error1,18800,2016-06-16 15:12:37.061304 +0000 +0000
5791,55823,2983,error2,18800,2016-06-16 15:13:49.686474 +0000 +0000
5792,55830,6355,error3,642268,2016-06-16 15:16:16.045153 +0000 +0000
5793,55832,4234,error2,19400,2016-06-16 15:18:13.064374 +0000 +0000
5794,55773,8007,error2,49900,2016-06-16 14:41:30.717193 +0000 +0000
5795,55780,2440,error2,30400,2016-06-16 14:48:44.023268 +0000 +0000
5796,55796,943,error2,44300,2016-06-16 14:59:08.537546 +0000 +0000
5797,55800,943,error2,44300,2016-06-16 15:03:28.098287 +0000 +0000
5798,55811,7686,error2,27300,2016-06-16 15:09:10.414773 +0000 +0000
5799,55834,3054,error2,43000,2016-06-16 15:20:11.265376 +0000 +0000
5800,55848,8086,error2,26100,2016-06-16 15:26:34.342533 +0000 +0000
5801,55910,8259,error2,27300,2016-06-16 15:40:36.177131 +0000 +0000
5802,55939,7096,error2,30000,2016-06-16 15:53:38.546437 +0000 +0000
5803,55945,3470,error2,26900,2016-06-16 15:55:31.623271 +0000 +0000
5804,55946,2614,error2,63500,2016-06-16 15:56:11.272407 +0000 +0000
5805,55956,8249,error2,21300,2016-06-16 15:58:57.051554 +0000 +0000
5806,55985,9907,error1,28300,2016-06-16 16:09:03.959971 +0000 +0000
5807,55995,9907,error1,28300,2016-06-16 16:11:11.614535 +0000 +0000
5808,56019,1113,error2,26400,2016-06-16 16:17:24.78743 +0000 +0000
5809,56033,6868,error2,15500,2016-06-16 16:22:01.416398 +0000 +0000
5810,55935,8197,error2,23900,2016-06-16 15:52:26.45761 +0000 +0000
5811,55971,8233,error2,53100,2016-06-16 16:05:45.583164 +0000 +0000
5812,56101,9480,error1,37800,2016-06-16 16:59:48.487317 +0000 +0000
5813,56111,6489,error2,30200,2016-06-16 17:06:53.805626 +0000 +0000
5814,56113,6489,error2,30200,2016-06-16 17:07:29.686762 +0000 +0000
5815,56138,7592,error2,20300,2016-06-16 17:21:21.7471 +0000 +0000
5816,56148,2774,error2,12100,2016-06-16 17:24:17.453035 +0000 +0000
5817,56159,8570,error2,23600,2016-06-16 17:31:19.985796 +0000 +0000
5818,56082,9215,error2,14300,2016-06-16 16:46:55.981682 +0000 +0000
5819,56145,2774,error1,12100,2016-06-16 17:23:52.061352 +0000 +0000
5820,56160,8570,error2,23600,2016-06-16 17:31:37.520063 +0000 +0000
5821,56170,2780,error2,27900,2016-06-16 17:40:31.455892 +0000 +0000
5822,56178,9277,error2,32000,2016-06-16 17:51:33.497093 +0000 +0000
5823,56192,9221,error3,384657,2016-06-16 18:18:06.191376 +0000 +0000
5824,56254,8354,error1,14800,2016-06-17 03:33:30.066644 +0000 +0000
5825,56339,10259,error3,38100,2016-06-17 05:14:25.36791 +0000 +0000
5826,56366,4755,error2,19900,2016-06-17 05:46:01.22417 +0000 +0000
5827,56373,1850,error2,25100,2016-06-17 05:50:53.822095 +0000 +0000
5828,56383,2993,error2,47200,2016-06-17 06:16:19.734278 +0000 +0000
5829,56292,9146,error2,19200,2016-06-17 03:52:09.408528 +0000 +0000
5830,56325,10259,error3,86000,2016-06-17 04:49:21.272155 +0000 +0000
5831,56327,10259,error3,73500,2016-06-17 04:52:06.208173 +0000 +0000
5832,56338,2519,error2,71900,2016-06-17 05:13:28.667229 +0000 +0000
5833,56352,5329,error2,11700,2016-06-17 05:32:22.799251 +0000 +0000
5834,56359,9924,error2,18200,2016-06-17 05:40:21.372157 +0000 +0000
5835,56362,4755,error2,19900,2016-06-17 05:44:36.811035 +0000 +0000
5836,56403,48,error1,22400,2016-06-17 06:45:25.959567 +0000 +0000
5837,56417,10083,error3,23800,2016-06-17 06:58:37.952814 +0000 +0000
5838,56395,48,error1,22400,2016-06-17 06:37:54.699238 +0000 +0000
5839,56418,10083,error3,23800,2016-06-17 06:59:29.672705 +0000 +0000
5840,56426,8653,error2,23500,2016-06-17 07:07:00.932596 +0000 +0000
5841,56429,6403,error1,28700,2016-06-17 07:07:37.226892 +0000 +0000
5842,56430,6403,error2,28700,2016-06-17 07:07:55.871782 +0000 +0000
5843,56431,4598,error2,183000,2016-06-17 07:10:48.841099 +0000 +0000
5844,56476,3051,error2,25100,2016-06-17 07:54:44.948165 +0000 +0000
5845,56506,10276,error3,210696,2016-06-17 08:42:37.863105 +0000 +0000
5846,56508,6259,error2,36800,2016-06-17 08:43:30.104219 +0000 +0000
5847,56483,9570,error3,30700,2016-06-17 08:07:12.586524 +0000 +0000
5848,56490,6056,error2,24200,2016-06-17 08:10:25.009133 +0000 +0000
5849,56492,3538,error2,13900,2016-06-17 08:12:04.540317 +0000 +0000
5850,56503,8342,error2,36900,2016-06-17 08:37:08.111885 +0000 +0000
5851,56515,8523,error2,24000,2016-06-17 09:04:44.097106 +0000 +0000
5852,56534,9018,error2,13100,2016-06-17 09:36:18.968136 +0000 +0000
5853,56535,9018,error2,13100,2016-06-17 09:36:35.293485 +0000 +0000
5854,56537,4913,error2,24900,2016-06-17 09:39:58.631193 +0000 +0000
5855,56545,10279,error1,21400,2016-06-17 10:02:09.966958 +0000 +0000
5856,56549,8118,error2,24800,2016-06-17 10:14:20.364865 +0000 +0000
5857,56566,6817,error2,21400,2016-06-17 10:52:09.156599 +0000 +0000
5858,56574,8008,error1,9400,2016-06-17 11:09:31.138861 +0000 +0000
5859,56577,6853,error2,19700,2016-06-17 11:19:11.20272 +0000 +0000
5860,56589,10056,error2,18000,2016-06-17 11:40:42.613219 +0000 +0000
5861,56596,8678,error2,30800,2016-06-17 12:00:00.804876 +0000 +0000
5862,56543,10912,error3,75815,2016-06-17 09:55:16.125101 +0000 +0000
5863,56592,5123,error2,29400,2016-06-17 11:46:16.141435 +0000 +0000
5864,56597,6823,error2,25000,2016-06-17 12:01:11.851319 +0000 +0000
5865,56599,1938,error1,30000,2016-06-17 12:10:01.948526 +0000 +0000
5866,56605,2203,error2,143400,2016-06-17 12:30:19.161916 +0000 +0000
5867,56619,8102,error2,11900,2016-06-17 12:54:49.085252 +0000 +0000
5868,56628,33,error1,36700,2016-06-17 13:04:55.93595 +0000 +0000
5869,56620,8102,error2,11900,2016-06-17 12:55:38.589027 +0000 +0000
5870,56623,5907,error2,37800,2016-06-17 12:57:56.249076 +0000 +0000
5871,56632,6356,error2,17100,2016-06-17 13:06:49.529925 +0000 +0000
5872,56638,7957,error2,5500,2016-06-17 13:13:54.281509 +0000 +0000
5873,56649,1823,error2,17100,2016-06-17 13:42:33.101891 +0000 +0000
5874,56650,1823,error2,17100,2016-06-17 13:42:58.905666 +0000 +0000
5875,56635,5757,error1,25000,2016-06-17 13:09:52.800078 +0000 +0000
5876,56646,5776,error2,18800,2016-06-17 13:39:46.804092 +0000 +0000
5877,56659,631,error1,13100,2016-06-17 14:04:26.623836 +0000 +0000
5878,56662,9537,error2,19000,2016-06-17 14:07:03.974592 +0000 +0000
5879,56679,12,error2,82000,2016-06-17 14:30:18.786314 +0000 +0000
5880,56678,3000,error2,13200,2016-06-17 14:29:48.048416 +0000 +0000
5881,56682,293,error2,19000,2016-06-17 14:32:15.584977 +0000 +0000
5882,56690,2633,error2,30800,2016-06-17 14:44:10.36129 +0000 +0000
5883,56691,6024,error2,19400,2016-06-17 14:45:07.69678 +0000 +0000
5884,56709,6231,error2,11900,2016-06-17 15:04:39.733191 +0000 +0000
5885,56728,10278,error1,25800,2016-06-17 15:24:13.031251 +0000 +0000
5886,56707,7754,error2,28000,2016-06-17 15:00:21.895978 +0000 +0000
5887,56723,2203,error2,152600,2016-06-17 15:21:01.795987 +0000 +0000
5888,56756,10259,error1,53900,2016-06-17 15:34:54.757359 +0000 +0000
5889,56758,10259,error3,53900,2016-06-17 15:35:41.696383 +0000 +0000
5890,56771,875,error2,20700,2016-06-17 15:43:01.65575 +0000 +0000
5891,56799,8499,error1,14100,2016-06-17 16:02:09.890119 +0000 +0000
5892,56753,7757,error2,26000,2016-06-17 15:34:27.831591 +0000 +0000
5893,56772,9344,error1,25800,2016-06-17 15:43:57.80999 +0000 +0000
5894,56784,347,error2,40900,2016-06-17 15:55:57.948738 +0000 +0000
5895,56806,1823,error2,16500,2016-06-17 16:04:13.497983 +0000 +0000
5896,56817,1002,error2,46700,2016-06-17 16:08:54.856052 +0000 +0000
5897,56818,1002,error2,46700,2016-06-17 16:09:10.207734 +0000 +0000
5898,56819,1002,error2,46700,2016-06-17 16:09:29.687856 +0000 +0000
5899,56837,7203,error1,20500,2016-06-17 16:22:37.697838 +0000 +0000
5900,56821,1002,error2,46700,2016-06-17 16:12:06.863164 +0000 +0000
5901,56855,8998,error2,26000,2016-06-17 16:40:42.533011 +0000 +0000
5902,56857,8118,error2,24800,2016-06-17 16:42:46.213713 +0000 +0000
5903,56863,4049,error2,21600,2016-06-17 16:48:35.095863 +0000 +0000
5904,56866,10274,error1,21000,2016-06-17 16:49:42.948451 +0000 +0000
5905,56856,2341,error2,16500,2016-06-17 16:42:45.489132 +0000 +0000
5906,56865,10274,error1,21000,2016-06-17 16:49:19.483212 +0000 +0000
5907,56869,10240,error1,21300,2016-06-17 16:50:13.41425 +0000 +0000
5908,56883,8235,error2,22700,2016-06-17 16:58:08.160138 +0000 +0000
5909,56901,5403,error2,20500,2016-06-17 17:11:47.864465 +0000 +0000
5910,56902,5403,error2,20500,2016-06-17 17:12:34.484461 +0000 +0000
5911,56910,8373,error1,16400,2016-06-17 17:21:36.335184 +0000 +0000
5912,56911,8373,error1,16400,2016-06-17 17:22:02.415592 +0000 +0000
